Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
94,85,68,74,60,67,78,88,12,7,1,9,3,yes,excellent,medium,stubborn,Technical,work,hard worker,no,yes,information security,system designing,IOT,testing,Sales and Marketing,Cookbooks,Software Systems Engineer
86,89,67,74,73,81,76,91,9,5,1,9,4,yes,medium,medium,stubborn,Management,salary,hard worker,yes,yes,app development,hacking,Computer Architecture,developer,SAaS services,Self help,UX Designer
63,87,86,92,70,63,60,93,6,3,0,1,8,yes,excellent,excellent,stubborn,Management,salary,smart worker,no,no,shell programming,database security,parallel computing,developer,Web Services,Mystery,Solutions Architect
74,76,75,91,76,93,84,83,12,1,5,9,4,no,medium,poor,stubborn,Management,salary,hard worker,yes,yes,app development,game development,programming,cloud computing,Sales and Marketing,Horror,Project Manager
65,68,73,70,79,92,79,89,10,2,1,6,1,no,excellent,poor,gentle,Management,salary,smart worker,no,yes,machine learning,web technologies,parallel computing,Business process analyst,SAaS services,Health,Network Engineer
92,81,75,77,74,94,92,62,10,8,1,6,9,yes,excellent,excellent,gentle,Technical,work,hard worker,no,no,information security,hacking,cloud computing,security,Finance,Health,E-Commerce Analyst
74,73,78,88,72,69,67,92,5,6,4,8,4,yes,poor,medium,stubborn,Management,work,smart worker,no,yes,information security,database security,networks,testing,Sales and Marketing,Anthology,Business Systems Analyst
85,88,64,78,82,65,76,66,5,8,1,7,9,yes,medium,medium,gentle,Management,salary,smart worker,no,no,full stack,system designing,programming,system developer,Sales and Marketing,Childrens,E-Commerce Analyst
63,64,77,84,63,83,90,89,6,9,2,1,6,yes,medium,poor,stubborn,Technical,work,smart worker,no,no,shell programming,system designing,IOT,Business process analyst,Finance,Satire,Systems Security Administrator
61,69,65,64,91,86,66,68,6,2,0,4,3,no,excellent,medium,stubborn,Technical,salary,smart worker,yes,yes,app development,system designing,programming,testing,SAaS services,Science,Mobile Applications Developer
60,84,74,93,76,85,91,75,11,9,1,6,7,no,poor,excellent,gentle,Management,work,smart worker,no,yes,machine learning,cloud computing,networks,security,SAaS services,Guide,Business Systems Analyst
92,89,79,85,71,86,65,88,4,4,0,8,6,no,poor,poor,stubborn,Technical,salary,smart worker,no,no,python,hacking,data engineering,system developer,Cloud Services,Horror,Quality Assurance Associate
76,63,62,86,87,92,80,63,11,2,1,7,5,yes,poor,excellent,gentle,Management,salary,hard worker,yes,no,machine learning,cloud computing,Software Engineering,system developer,Finance,Travel,Technical Engineer
87,94,90,84,74,85,73,64,6,9,1,2,5,yes,excellent,poor,gentle,Management,work,hard worker,yes,no,app development,hacking,parallel computing,developer,Web Services,Horror,Data Architect
67,87,75,76,83,83,94,60,5,3,0,5,1,no,poor,excellent,stubborn,Technical,work,hard worker,yes,yes,hadoop,system designing,data engineering,Business process analyst,Sales and Marketing,Dictionaries,Software Quality Assurance (QA) / Testing
69,88,82,76,65,81,84,76,4,2,5,8,3,no,excellent,excellent,stubborn,Management,work,smart worker,no,yes,r programming,data science,data engineering,cloud computing,Sales and Marketing,Fantasy,CRM Technical Developer
72,63,80,65,89,74,68,67,7,3,5,4,9,yes,poor,excellent,gentle,Management,salary,hard worker,no,yes,hadoop,system designing,networks,testing,Product based,Trilogy,Database Developer
88,68,84,83,87,60,71,90,12,7,5,3,2,no,poor,poor,stubborn,Technical,work,hard worker,no,no,hadoop,game development,cloud computing,cloud computing,Cloud Services,Science,Information Security Analyst
60,93,83,82,85,84,83,65,4,2,5,5,1,yes,medium,poor,gentle,Technical,salary,hard worker,yes,no,information security,data science,Software Engineering,Business process analyst,Testing and Maintainance Services,Childrens,Software Systems Engineer
66,77,78,79,85,92,68,73,7,8,6,2,8,yes,excellent,excellent,stubborn,Technical,work,hard worker,yes,no,distro making,hacking,programming,security,Business Process Analysis,Anthology,Design & UX
64,63,84,93,92,82,84,84,11,6,0,6,1,no,excellent,medium,stubborn,Technical,work,smart worker,no,no,full stack,data science,data engineering,Business process analyst,Finance,Science,Database Developer
74,71,63,73,72,61,64,73,7,1,0,4,5,yes,poor,medium,gentle,Technical,work,hard worker,no,no,full stack,database security,programming,developer,product development,Comics,Systems Analyst
90,89,81,86,79,88,69,89,6,4,6,9,4,yes,poor,medium,stubborn,Technical,work,hard worker,no,no,python,web technologies,hacking,developer,product development,Religion-Spirituality,Business Intelligence Analyst
62,71,78,87,74,77,62,82,6,9,3,1,6,no,poor,medium,stubborn,Management,work,hard worker,no,no,shell programming,testing,parallel computing,security,Finance,Biographies,Software Engineer
60,80,88,88,76,70,77,67,4,5,2,8,9,no,medium,poor,gentle,Technical,salary,hard worker,no,yes,hadoop,cloud computing,parallel computing,testing,Service Based,Mystery,Network Security Administrator
92,75,74,64,91,60,84,74,10,8,3,1,1,no,medium,poor,gentle,Technical,salary,hard worker,no,no,hadoop,system designing,Computer Architecture,developer,Product based,Biographies,UX Designer
77,82,77,68,70,89,87,89,8,4,4,1,8,no,excellent,poor,stubborn,Management,salary,smart worker,yes,yes,hadoop,game development,cloud computing,Business process analyst,Web Services,Encyclopedias,Information Security Analyst
76,65,84,75,85,73,86,94,11,8,4,6,4,no,medium,poor,stubborn,Management,salary,hard worker,no,yes,distro making,testing,cloud computing,Business process analyst,SAaS services,Horror,Software Systems Engineer
71,75,76,77,71,65,78,93,8,3,6,6,5,yes,poor,excellent,stubborn,Management,work,hard worker,yes,no,full stack,game development,IOT,security,product development,History,Network Engineer
69,63,74,77,63,77,65,65,12,9,6,3,2,yes,poor,poor,gentle,Management,salary,smart worker,no,yes,hadoop,system designing,programming,Business process analyst,Finance,Travel,Network Security Administrator
64,80,69,60,92,84,78,76,12,7,4,3,7,yes,medium,excellent,gentle,Management,work,smart worker,no,no,information security,web technologies,programming,developer,Testing and Maintainance Services,Biographies,Programmer Analyst
72,68,85,84,64,63,92,64,9,3,1,2,9,no,medium,excellent,gentle,Technical,work,hard worker,no,no,full stack,system designing,cloud computing,testing,Testing and Maintainance Services,Satire,Information Technology Manager
91,78,84,65,69,75,82,85,7,7,3,9,7,no,poor,excellent,stubborn,Management,salary,hard worker,no,no,app development,web technologies,data engineering,Business process analyst,Web Services,Guide,Web Developer
62,88,76,82,90,78,68,89,11,8,1,4,2,yes,medium,medium,gentle,Management,work,smart worker,yes,yes,information security,data science,cloud computing,Business process analyst,Finance,Guide,Web Developer
61,90,65,71,66,60,91,60,12,1,6,2,5,no,poor,medium,stubborn,Management,salary,hard worker,yes,yes,full stack,system designing,Computer Architecture,Business process analyst,Testing and Maintainance Services,Fantasy,Portal Administrator
87,90,90,80,67,63,61,64,7,3,0,2,9,no,medium,excellent,gentle,Management,salary,hard worker,no,no,shell programming,data science,programming,security,Web Services,Mystery,Solutions Architect
60,94,91,76,79,94,92,90,12,4,1,9,8,yes,medium,poor,stubborn,Management,work,smart worker,no,no,app development,game development,programming,system developer,Testing and Maintainance Services,Action and Adventure,Portal Administrator
60,72,88,83,93,70,74,83,7,7,4,6,1,no,poor,medium,stubborn,Technical,salary,hard worker,no,yes,app development,data science,IOT,developer,Finance,History,Information Technology Manager
75,75,90,68,62,63,91,84,8,8,4,6,6,no,poor,medium,stubborn,Technical,work,smart worker,yes,no,information security,data science,Software Engineering,system developer,product development,Childrens,Database Administrator
66,89,91,69,79,83,69,77,5,3,4,5,2,no,excellent,poor,stubborn,Technical,work,smart worker,yes,yes,machine learning,database security,IOT,system developer,Testing and Maintainance Services,Travel,Software Developer
64,91,60,68,91,79,91,83,11,1,1,8,3,yes,excellent,poor,gentle,Technical,work,hard worker,yes,no,app development,hacking,programming,Business process analyst,Sales and Marketing,Health,Portal Administrator
80,63,78,78,71,64,83,93,9,2,6,3,5,no,poor,excellent,gentle,Management,salary,smart worker,yes,yes,r programming,database security,networks,testing,Testing and Maintainance Services,Guide,Applications Developer
66,67,94,93,62,87,67,69,7,1,0,4,7,no,poor,excellent,stubborn,Technical,work,hard worker,no,no,full stack,hacking,data engineering,security,SAaS services,Health,Design & UX
85,81,85,88,64,88,82,65,8,2,6,6,3,no,medium,excellent,gentle,Management,salary,smart worker,no,no,r programming,system designing,parallel computing,security,Cloud Services,Science,Network Security Engineer
84,92,64,76,86,68,64,81,5,7,0,4,3,yes,poor,poor,gentle,Technical,salary,smart worker,no,yes,information security,system designing,programming,testing,Sales and Marketing,Travel,Solutions Architect
74,80,83,79,89,71,75,60,5,8,1,8,3,no,excellent,poor,gentle,Management,work,smart worker,no,no,app development,cloud computing,cloud computing,system developer,Testing and Maintainance Services,Mystery,Systems Analyst
61,74,93,84,79,80,93,94,4,9,5,8,4,yes,medium,poor,gentle,Technical,salary,hard worker,yes,yes,full stack,hacking,parallel computing,security,Product based,Self help,UX Designer
64,81,78,92,72,70,92,83,4,5,5,6,4,no,medium,excellent,stubborn,Technical,salary,hard worker,no,yes,machine learning,system designing,cloud computing,Business process analyst,SAaS services,Satire,CRM Technical Developer
79,70,91,84,66,69,78,91,9,8,3,9,8,yes,medium,medium,gentle,Management,salary,smart worker,no,no,python,hacking,cloud computing,testing,Finance,History,Technical Support
85,92,61,93,74,68,70,91,11,1,0,7,1,yes,poor,medium,stubborn,Technical,salary,hard worker,yes,yes,shell programming,cloud computing,programming,system developer,Testing and Maintainance Services,Autobiographies,Information Technology Manager
94,69,81,79,90,88,74,86,8,2,1,7,5,no,medium,excellent,stubborn,Technical,salary,smart worker,yes,yes,distro making,hacking,programming,developer,Business Process Analysis,Series,Systems Security Administrator
88,67,68,72,73,87,79,73,12,4,2,2,1,yes,poor,poor,stubborn,Management,salary,hard worker,yes,no,app development,database security,Management,developer,Web Services,Series,Data Architect
90,87,73,76,64,69,92,61,12,7,0,4,3,no,medium,medium,gentle,Technical,work,hard worker,no,no,hadoop,hacking,hacking,testing,Testing and Maintainance Services,Drama,Business Intelligence Analyst
76,81,77,82,79,92,84,73,8,9,6,8,5,yes,poor,poor,gentle,Technical,salary,smart worker,yes,no,python,web technologies,parallel computing,developer,Web Services,Biographies,UX Designer
73,69,78,75,90,86,75,93,11,4,0,3,5,yes,medium,excellent,gentle,Technical,salary,hard worker,no,yes,machine learning,system designing,Computer Architecture,security,Product based,Horror,Portal Administrator
92,68,75,66,79,92,72,69,12,8,5,4,3,yes,poor,poor,stubborn,Technical,work,smart worker,no,yes,distro making,testing,hacking,testing,Business Process Analysis,Childrens,Database Administrator
88,62,78,61,69,86,65,75,7,4,2,2,9,yes,poor,poor,stubborn,Technical,salary,hard worker,no,yes,shell programming,web technologies,data engineering,testing,Service Based,Romance,Network Security Engineer
69,72,80,78,92,76,74,77,7,2,0,3,4,yes,medium,excellent,stubborn,Technical,work,hard worker,yes,no,distro making,game development,Software Engineering,system developer,Business Process Analysis,Health,Applications Developer
84,65,76,72,91,61,92,67,6,8,5,5,2,no,excellent,medium,stubborn,Technical,salary,hard worker,yes,no,full stack,game development,hacking,testing,Product based,Encyclopedias,Software Quality Assurance (QA) / Testing
89,80,70,60,60,88,63,87,11,9,0,9,9,yes,excellent,poor,gentle,Management,work,smart worker,no,yes,distro making,database security,hacking,cloud computing,Product based,Fantasy,Database Manager
89,65,86,78,70,65,89,70,9,7,1,7,6,no,medium,medium,stubborn,Technical,work,smart worker,yes,no,full stack,database security,IOT,Business process analyst,Cloud Services,Fantasy,Portal Administrator
67,63,70,78,80,94,73,81,10,8,4,1,4,yes,poor,excellent,stubborn,Technical,work,smart worker,yes,yes,information security,game development,programming,developer,Business Process Analysis,Self help,Software Developer
91,87,73,64,65,74,80,91,4,6,6,6,2,yes,poor,excellent,gentle,Technical,salary,hard worker,no,yes,app development,game development,parallel computing,testing,Testing and Maintainance Services,Prayer books,CRM Business Analyst
94,67,72,81,90,93,84,88,8,9,6,5,9,no,excellent,excellent,stubborn,Management,work,hard worker,no,yes,distro making,web technologies,Software Engineering,Business process analyst,Finance,Guide,Database Developer
80,66,67,62,89,87,90,62,10,8,2,5,5,yes,poor,excellent,stubborn,Management,salary,smart worker,yes,no,full stack,testing,Software Engineering,security,Testing and Maintainance Services,Cookbooks,Software Quality Assurance (QA) / Testing
72,72,67,80,68,87,65,84,5,2,6,6,9,yes,excellent,medium,stubborn,Technical,work,hard worker,yes,yes,full stack,database security,Management,testing,Cloud Services,Science,Software Quality Assurance (QA) / Testing
65,82,71,92,69,68,74,88,7,1,6,2,3,yes,poor,excellent,stubborn,Technical,work,smart worker,yes,yes,full stack,database security,hacking,Business process analyst,Service Based,Health,UX Designer
79,68,69,70,91,77,80,90,8,4,4,4,8,yes,poor,excellent,gentle,Management,salary,smart worker,yes,no,information security,testing,parallel computing,developer,Service Based,Anthology,Network Security Administrator
91,65,84,76,81,75,94,70,7,1,3,4,5,yes,medium,poor,stubborn,Management,work,smart worker,yes,no,full stack,cloud computing,networks,security,Finance,Trilogy,Business Systems Analyst
81,66,79,77,90,87,85,94,12,7,5,1,4,yes,poor,excellent,stubborn,Technical,salary,smart worker,yes,yes,information security,testing,parallel computing,Business process analyst,Testing and Maintainance Services,Diaries,CRM Technical Developer
86,65,85,61,79,69,90,89,9,3,0,7,9,no,poor,poor,gentle,Management,work,smart worker,no,no,app development,data science,data engineering,developer,Web Services,Self help,Project Manager
91,80,79,78,82,89,62,63,9,7,3,8,7,yes,excellent,medium,gentle,Technical,work,hard worker,no,yes,full stack,game development,Software Engineering,testing,Product based,Mystery,Technical Support
60,81,64,73,74,86,85,60,11,7,4,1,1,no,medium,medium,gentle,Technical,salary,smart worker,no,no,python,web technologies,hacking,cloud computing,product development,Horror,Systems Security Administrator
80,90,86,64,71,89,84,81,10,1,3,5,7,yes,poor,poor,gentle,Technical,work,hard worker,no,no,information security,cloud computing,Computer Architecture,system developer,Business Process Analysis,Horror,UX Designer
